,sent_src,score_src,sum_src,sent_tgt,score_tgt,sum_tgt,score_diff,sum_diff,diff_pos
2393,"It will be followed in November by a third movie, ""The Matrix Revolutions.""",[1 1 1 0 0],3,"The film is the second of a trilogy, which will wrap up in November with ""The Matrix Revolutions.""",[1 1 0 0 0],2,1,1,2
2394,"Limits on damages make it less likely lawyers will take expensive cases, meaning access to justice is denied, they say.",[0 0 0 1 0],1,"Malpractice victims say limits on damage payouts make it less likely lawyers will take cases, meaning access to justice could be denied.",[0 0 0 0 0],0,1,-1,3
2396,Hearing was partially restored by an electronic ear implant.,[1 0 0 0 0],1,An electronic implant has helped Limbaugh regain most of his hearing.,[0 0 0 0 0],0,1,1,0
2397,It would take three votes to kill the ACC's expansion.,[1 0 0 0 0],1,Three no votes would kill it for now.,[0 0 0 0 0],0,1,-1,0
2403,"Naim al-Goud, the newly appointed mayor of Hit, said people from outside his region attacked the pipeline.",[0 0 0 1 0],1,"Naim al-Goud, mayor of Hit, said people from outside his region were ``doing this sabotage against the lines.",[0 0 0 0 0],0,1,-1,3
2411,"In response to sluggish sales, Cisco pared spending.",[1 1 0 0 0],2,Cisco pared spending to compensate for sluggish sales.,[1 0 0 0 0],1,1,-1,1
2412,"Three retailers _Dillard's Inc., Kohl's Department Stores and Nordstrom Inc. _ got Fs.",[1 1 0 0 0],2,"Three retailers Dillards Inc., Kohls Department Stores and Nordstrom Inc. got Fs.",[0 1 0 0 0],1,1,-1,0
2419,"Grant, a 22-year Monsanto veteran, also has been elected to the company's board of directors, Monsanto said in a statement.",[1 0 0 0 0],1,"Grant also has been elected to Monsanto's board of directors, the company said in a statement.",[0 0 0 0 0],0,1,-1,0
2422,"""Martha Stewart is not being prosecuted for who she is but for what she did.""",[0 1 0 0 0],1,"""Ms. Stewart is being prosecuted not because of who she is, but because of what she did,"" Comey said.",[0 0 0 0 0],0,1,-1,1
2433,It would also further reduce capital expenditure by retiring some aircraft and delaying the delivery of new places.,[1 0 0 0 0],1,He said Qantas would also cut capital spending by retiring some aircraft and deferring delivery of some new planes.,[0 0 0 0 0],0,1,-1,0
2435,"Palm expects to move Handspring's employees to Palm Solutions headquarters in Milpitas, Calif.",[1 1 0 0 0],2,"Handspring employees are expected to move to Palm Solutions Group headquarters in Milpitas, Calif.",[0 1 0 0 0],1,1,1,0
2437,Some women are also concerned that so many women are turning to cosmetic surgery in a quest for bodily perfection.,[0 1 0 0 0],1,Some women also express concern about a society in which more people than ever are turning to cosmetic surgery in a quest for bodily perfection.,[0 0 0 0 0],0,1,1,1
2443,"The Centcom statement said the gunmen appeared to have fired from a mosque in the city, 50 km (32 miles) west of Baghdad.",[0 1 0 0 0],1,"Initial reports said the attackers fired from a mosque within in the city, 30 miles west of Baghdad.",[0 0 0 0 0],0,1,-1,1
2454,"In the landmark ruling regarding New York City schools, the Court of Appeals ordered the Legislature and Gov. George Pataki to fix the funding system by July 30, 2004.",[1 1 0 1 0],3,"In a landmark ruling yesterday, the Court of Appeals ordered the Legislature and Gov. George Pataki to fix the funding system by July 30, 2004.",[1 1 0 0 0],2,1,-1,3
2457,The attack took place under cover of fog at the Erez crossing on the border between Israel and the Gaza Strip.,[1 1 0 0 0],2,"The attack by the three militant groups took place here at Erez, the main border crossing between Israel and Gaza.",[0 1 0 0 0],1,1,-1,0
2458,"Mr Hughes, who trains three hours a day to accelerate the healing process, has lost 17 kilos since October.",[0 0 0 0 1],1,"He attends football training for three hours a day to accelerate the healing process, and has lost 17 kilograms since October.",[0 0 0 0 0],0,1,-1,4
2464,Seven of the nine major Democratic presidential candidates were to address the forum last night.,[0 1 0 0 0],1,"Seven Democratic presidential candidates have arranged to address the group, according to The Associated Press.",[0 0 0 0 0],0,1,1,1
2477,"""This case is wholly without merit, both factually and legally,"" Chin said.",[0 0 0 1 0],1,"U.S. District Judge Denny Chin said Fox's claim was ""wholly without merit, both factually and legally.""",[0 0 0 0 0],0,1,-1,3
2480,"It has been named Colymbosathon ecplecticos, which means ""astounding swimmer with a large penis"".",[1 0 0 0 0],1,"He and colleagues named it Colymbosathon ecplecticos, which means ""swimmer with a large penis.""",[0 0 0 0 0],0,1,1,0
2485,"""I still want to be the candidate for guys with Confederate flags in their pickup trucks,"" he told The Des Moines Register.",[0 0 0 1 0],1,"""I still want to be the candidate for guys with Confederate flags in their pickup trucks,"" Dean said Friday in a telephone interview from New Hampshire.",[0 0 0 0 0],0,1,-1,3
2497,"""The United States welcomes a greater NATO role in Iraq's stabilization,"" Mr. Powell told his colleagues in a speech today.",[0 0 0 1 0],1,"""The United States welcomes a greater NATO role in Iraq's stabilization,"" Mr. Powell said in a speech to fellow NATO ministers.",[0 0 0 0 0],0,1,1,3
2501,"Still, the scientists said, a third of those taking it would benefit, gaining an average of 11 years free of cardiovascular disease.",[1 0 0 0 0],1,"They calculate that one-third of those taking the drug would gain an average of 11 years of life, free of cardiovascular disease.",[0 0 0 0 0],0,1,-1,0
2502,"""We do not want to stand by and let a credit card lynching take place,"" declared Rep. Major Owens (D-Brooklyn).",[0 0 0 1 0],1,"""We don't want to stand by and see a credit card lynching take place,"" he said.",[0 0 0 0 0],0,1,1,3
2504,"In a conference call with reporters, RNC Chairman Ed Gillespie said he sent the request to CBS Television President Leslie Moonves.",[0 0 0 1 0],1,Republican National Committee Chairman Ed Gillespie issued a letter Friday to CBS Television President Leslie Moonves.,[0 0 0 0 0],0,1,1,3
2505,"On-demand movie distribution will generate $1.4 billion by 2005, and revenue from DVDs and tapes will decline 8 percent, Forrester predicted.",[0 0 0 1 0],1,"And Forrester forecasts that on-demand movie distribution will generate $1.4bn by 2005, while revenue from DVDs and tapes will decline by eight per cent.",[0 0 0 0 0],0,1,-1,3
2508,Music mogul Simon Cowell's new TV dating show has made its debut in the US.,[1 1 1 0 0],3,"Music mogul Simon Cowell's latest project, a reality TV dating show called Cupid, airs in the US on Wednesday.",[1 1 0 0 0],2,1,-1,2
2515,"More than 6,000 companies must get shareholders' approval before granting their executives options and other stock compensation packages, the Securities and Exchange Commission said Monday.",[0 1 0 0 1],2,Companies trading on the biggest stock markets must get shareholder approval before granting stock options and other equity compensation under rules cleared yesterday by the Securities and Exchange Commission.,[0 1 0 0 0],1,1,1,4
2516,Blair's Foreign Secretary Jack Straw was to take his place on Monday to give a statement to parliament on the European Union.,[0 1 0 0 0],1,Blair's office said his Foreign Secretary Jack Straw would take his place on Monday to give a statement to parliament on the EU meeting the prime minister attended last week.,[0 0 0 0 0],0,1,1,1
2528,"Officials are also meeting with the International Organization for Epizootics (OIE), which establishes animal-health standards for the world.",[1 1 0 0 0],2,"Canadian officials were also expected to meet yesterday with the International Organization for Epizootics (OIE), which establishes animal-health standards for the world.",[0 1 0 0 0],1,1,1,0
2532,"HCA Inc. (nyse: HCA - news - people), the largest U.S. hospital chain, dropped $1.21, or 3.2 percent, to $37.14.",[1 1 1 0 1],4,"HCA Inc. , the largest U.S. hospital chain, dropped $2.21, or 5.8 percent, to $36.14.",[1 1 0 0 1],3,1,-1,2
2540,But the officials later revised the numbers and said about 250 had been arrested at some 60 stores.,[1 1 0 0 0],2,Two officials initially said about 300 workers had been arrested at 61 stores in 21 states.,[0 1 0 0 0],1,1,-1,0
2542,The purpose of the hearing is to determine whether Akbar should be court-martialled.,[1 1 0 0 0],2,The hearing is to determine whether there is enough evidence to order Akbar to a general court-martial proceeding.,[0 1 0 0 0],1,1,-1,0
2550,"""His comments were extremely inappropriate and the decision was an easy one,"" MSNBC spokesman Jeremy Gaines said.",[0 0 0 1 0],1,"""Savage made an extremely inappropriate comment and the decision to cancel the program was not difficult,"" MSNBC spokesman Jeremy Gaines said.",[0 0 0 0 0],0,1,1,3
2556,"After several weeks of market rallies on upbeat earnings, many investors are looking for more concrete signs of an economic recovery.",[0 0 0 1 0],1,"They note that after several weeks of rallies on upbeat earnings, investors are looking for stronger evidence of a recovery before sending stocks higher.",[0 0 0 0 0],0,1,-1,3
2558,Malvo was brought into the courtroom for about two minutes Monday so a witness could identify him.,[1 1 0 0 0],2,Malvo was in the courtroom for about two minutes yesterday to allow a prosecution witness to identify him.,[0 1 0 0 0],1,1,1,0
2559,The hospital where she is staying is being guarded by about a dozen undercover police and military intelligence officers.,[1 0 0 0 0],1,"The hospital has been guarded by more than a dozen undercover police and military intelligence officers, said officials.",[0 0 0 0 0],0,1,1,0
2560,"In an interview, Ms. Healey, who is a criminologist, said many lawmakers here and across the country shared a wariness toward capital punishment.",[0 0 0 1 1],2,"In an interview, Healey, who is a criminologist, acknowledged that much of the sentiment among legislators here and across the country was wariness toward capital punishment.",[0 0 0 0 1],1,1,-1,3
2564,"""This is, I think, a very seminal moment in our agency's history,"" Mr O'Keefe said.",[0 0 0 1 0],1,"""I think we are at a seminal moment in the history of this agency,"" he said.",[0 0 0 0 0],0,1,1,3
2567,"In early December, immigration inspectors at Hartsfield will be able to match the fingerprints to the federal government's computerized ""watch lists,"" Williams said.",[0 0 0 1 0],1,"He said that in early December, immigration inspectors at Hartsfield will be able to match the fingerprints to the federal government's computerized ""watch lists.""",[0 0 0 0 0],0,1,-1,3
2570,"Yesterday, this honor was given to Firefighter Thomas C. Brick, who died last Tuesday battling a fire in an Upper Manhattan warehouse.",[1 1 0 0 0],2,"They were there to honor Brick, who died Tuesday battling a four-alarm blaze in an upper Manhattan warehouse.",[0 1 0 0 0],1,1,1,0
2575,The FTC decision is viewed as the final leg in a longstanding legal saga that has dragged on for years.,[1 1 0 0 0],2,"The FTC judge is set to render a decision on Dec. 18, which is viewed as the final chapter of a long-standing legal saga that's dragged on for years.",[0 1 0 0 0],1,1,-1,0
2578,"The prizes, from the Albert and Mary Lasker Foundation, will be awarded Friday in New York.",[1 1 0 0 1],3,The awards are being announced today by the Albert and Mary Lasker Foundation.,[1 1 0 0 0],2,1,-1,4
2579,"Identity theft cost businesses and financial institutions nearly $48 billion and consumer victims reported $5 billion in out-of-pocket expenses last year, according to the FTC.",[0 0 1 0 0],1,"According to the survey, last years identity theft losses to businesses and financial institutions totaled nearly $48 billion and consumer victims reported $5 billion in out-of-pocket expenses.",[0 0 0 0 0],0,1,-1,2
2580,The company also became synonymous with ethical business practices.,[1 1 0 0 0],2,Levi became known for ethical business practices.,[0 1 0 0 0],1,1,1,0
2583,The US on Tuesday filed a long-anticipated case in the World Trade Organisation aimed at forcing the European Union to lift its de facto moratorium on genetically modified foods.,[1 1 0 0 0],2,The US on Tuesday assembled a coalition of more than a dozen countries to launch a World Trade Organisation case against the European Union's ban on new genetically modified crops.,[1 0 0 0 0],1,1,-1,1
2594,A jury convicted novelist Michael Peterson Friday of bludgeoning his wife of five years in the stairwell of their home.,[1 1 0 0 0],2,"Novelist Michael Peterson was convicted Friday of murdering his wife, whose body was found in a pool of blood at the bottom of a staircase in their home.",[0 1 0 0 0],1,1,-1,0
2596,"They went into the operation on their own free will,' Reuters quoted their father, Mr Dadollah Bijani, as saying.",[0 0 0 1 0],1,"They went into the operations of their own free will,"" their father Dadollah Bijani said.",[0 0 0 0 0],0,1,-1,3
2603,"""The question that has to be penetrated is how did 38 visits over two years not rescue these children from slow torture and starvation,"" Ryan said in an interview.",[0 0 0 1 0],1,"""The question that has to be penetrated is, how did 38 visits over 2 years not rescue these children from slow torture and starvation?""",[0 0 0 0 0],0,1,-1,3
2605,"The S3C2440 CPU supports major operating systems including Microsoft Windows CE/Pocket PC, Palm OS, Symbian, and Linux.",[1 0 0 0 0],1,"It supports the Windows CE, Palm, Symbian, and Linux operating systems.",[0 0 0 0 0],0,1,1,0
2610,"Some people trapped in a burning high-rise building in Chicago's Loop business district frantically dialed 911 for help in escaping the smoke-filled staircases and hallways, officials said.",[0 1 0 0 0],1,"Government workers trapped in a burning downtown office tower frantically dialed 911 as they tried to make their way through smoke-filled staircases and hallways, officials said.",[0 0 0 0 0],0,1,-1,1
2611,"Their groundbreaking contributions commercialize technologies, create jobs, improve productivity and stimulate the nation's growth and development.""",[0 1 0 0 0],1,"""Their groundbreaking contributions commercialise technologies, create jobs, improve productivity and stimulate the nation's growth and development,"" it said.",[0 0 0 0 0],0,1,1,1
2612,"License sales, a key measure of demand, fell 21 percent to $107.6 million.",[1 1 0 0 1],3,"But software license revenues, a measure financial analysts watch closely, decreased 21 percent to $107.6 million.",[1 1 0 0 0],2,1,-1,4
2613,"The dividend, the company's second this calendar year, is payable Nov. 7 to shareholders of record at the close of business Oct. 17.",[1 1 0 0 1],3,"In a statement, Microsoft said the dividend is payable Nov. 7 to shareholders of record on Oct. 17.",[1 1 0 0 0],2,1,1,4
2620,Memories also live on of the bloody debacle in Somalia 10 years ago -- the last major US military involvement in Africa.,[0 0 1 0 0],1,Memories also live on of a bloody debacle in Somalia a decade ago -- the last major U.S. military involvement in Africa.,[0 0 0 0 0],0,1,1,2
2622,"The industry is working with the FDA ""to get firm answers and not just speculation,"" he told Reuters Health.",[0 0 0 1 0],1,"Companies are working with the FDA and academics ""to try and get some firm answers and not just speculation,"" Jarman said.",[0 0 0 0 0],0,1,1,3
2632,"""The future of BA is in the hands of the negotiators,"" Eddington told British Broadcasting Corp. television on Sunday.",[0 0 0 1 0],1,"Mr Eddington warned yesterday that the future of the airline was ""in the hands of the negotiators"".",[0 0 0 0 0],0,1,-1,3
2639,The four fund companies named by Spitzer each said they're cooperating with his investigation.,[0 0 0 1 0],1,All the fund companies have said they are cooperating with Spitzer's probe.,[0 0 0 0 0],0,1,1,3
2648,"""This attack was wrong, and it was dangerous to our goals,"" Raymond said.",[0 0 0 1 0],1,"Nonetheless, the open-source guru insisted, ""This attack was wrong, and it was dangerous to our goals.""",[0 0 0 0 0],0,1,-1,3
2653,"On Wednesday, a man was shot near Kut as he tried to run over two marines at a checkpoint.",[0 1 0 0 0],1,"On Wednesday, the Marines shot an attacker near the town of Al-Kut as he tried to run over two Marines at a checkpoint.",[0 0 0 0 0],0,1,1,1
2655,"Yesterday's ruling is a great first step toward better coverage for poor Maine residents, he said, but there is more to be done.",[0 0 0 1 0],1,"He said the court's ruling was a great first step toward better coverage for poor Maine residents, but that there was more to be done.",[0 0 0 0 0],0,1,1,3
2656,A ruling last week by U.S. District Judge Lee R. West in Oklahoma City that the FTC lacked authority to run the registry triggered a whirlwind of activity in Washington.,[1 1 1 0 0],3,The legislation came after U.S. District Judge Lee R. West in Oklahoma City ruled last week that the FTC lacked authority to run the registry.,[1 1 0 0 0],2,1,1,2
2661,Attorneys for the Roman Catholic archdiocese and nearly 250 alleged victims began meeting last week to reach an out-of-court settlement.,[0 0 1 0 0],1,Attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement.,[0 0 0 0 0],0,1,1,2
2668,"PC-related products were the strongest sellers, with microprocessors up 5.6 percent and DRAMs up 8.2 percent, the SIA said.",[1 1 0 1 0],3,"In July, PC-related products were the strongest sector with microprocessors up 5.6 per cent and DRAMs up 8.2 per cent over June.",[1 1 0 0 0],2,1,1,3
2670,"Ten, two mobile homes and numerous outbuildings were destroyed by the now-smoldering fire northwest of Boulder.",[1 0 0 0 0],1,He said eight or nine homes had been destroyed by the now-smoldering fire northwest of Boulder.,[0 0 0 0 0],0,1,1,0
2676,PBL's Channel Nine has been billed as Australia's most popular commercial station after it recently recorded 26 consecutive weeks on top of the ratings.,[1 1 0 0 0],2,Channel Nine has been billed as the most popular commercial station after recently recording 26 consecutive weeks on top of the ratings.,[0 1 0 0 0],1,1,1,0
2680,"The Company has always made, and continues to make, exceptional customer service and customer satisfaction a top priority in all business practices,"" AOL added.",[0 0 0 1 0],1,"""The company has always made, and continues to make, exceptional customer service and customer satisfaction a top priority,"" the statement said.",[0 0 0 0 0],0,1,-1,3
2686,"The blue-chip Dow Jones industrial average .DJI jumped 118 points, or 1.36 percent, to 8,829.",[1 1 1 0 0],3,"In morning trading, the Dow Jones industrial average was up 121.51, or 1.4 percent, at 8,832.69.",[1 1 0 0 0],2,1,1,2
2692,"""This new division will be focused on the vitally important task of protecting the nation's cyberassets so that we may best protect the nation's critical infrastructure assets,"" he added.",[0 0 0 1 0],1,"""This new division will be focused on the vitally important task of protecting the nation's cyber assets so that we may best protect the nation's critical infrastructure assets.""",[0 0 0 0 0],0,1,-1,3
2701,"The results appear in the January issue of Cancer, the American Cancer Society journal, being published online today.",[1 1 1 0 0],3,"The results appear in the January issue of Cancer, an American Cancer Society (news - web sites) journal, being published online Monday.",[1 1 0 0 0],2,1,1,2
2710,"Additionally, the new Server Admin tool is intended to make it easy for system administrators to set up, manage and monitor the services built into Panther Server.",[0 1 0 0 0],1,"In addition, Apple's new Server Admin tool makes it easy for system administrators to set up, manage and monitor the complete set of services built into Panther Server.",[0 0 0 0 0],0,1,1,1
2713,"Holders of paper bonds will be able, though not required, to convert to electronic accounts.",[1 1 0 0 0],2,"Beginning sometime next year, holders of existing paper bonds will be encouraged to exchange them for electronic versions.",[0 1 0 0 0],1,1,1,0
2717,The volume of plaque in Pravachol patients' arteries rose by 3%.,[1 1 1 0 0],3,But plaque volume increased by 2.7 percent in pravastatin patients.,[1 1 0 0 0],2,1,-1,2
2725,"Today in the US, the book - kept under wraps by its publishers, G. P. Putnam's Sons, since its inception - will appear in bookstores.",[1 1 1 0 1],4,"Tomorrow the book, kept under wraps by G. P. Putnam's Sons since its inception, will appear in bookstores.",[1 1 0 0 1],3,1,1,2
2731,"The 3{ hours of recordings include conversations between police, firefighters and other emergency workers, as well as media inquiries.",[1 1 0 0 0],2,"Among them are conversations between police, firefighters and other emergency workers, as well as media inquiries.",[0 1 0 0 0],1,1,1,0
2732,"Mr. Muhammad, 42, and 18-year-old Lee Boyd Malvo, who goes on trial separately Nov. 10, were arrested Oct. 24, 2002, at a Maryland highway rest stop.",[1 1 0 0 1],3,"Muhammad and fellow sniper suspect Lee Boyd Malvo, who goes on trial Nov. 10, were arrested Oct. 24, 2002, at a Maryland highway rest stop.",[1 1 0 0 0],2,1,-1,4
2738,SCO said it terminated Sequent's contract due to improper transfer of the company's source code and development methods into Linux.,[1 0 0 0 0],1,The company reported that it terminated Sequent's Unix contract for improper transfer of source code and development methods into Linux.,[0 0 0 0 0],0,1,-1,0
2744,"While Qureia is respected and has a history of negotiating with the Israelis, a warm welcome is not expected.",[1 1 0 1 0],3,"While Mr. Qurei is widely respected and has a long history of negotiating with the Israelis, he cannot expect such a warm welcome.",[1 0 0 1 0],2,1,-1,1
